label,caption,left_url,right_url,unique_id,id,image_1_path,image_2_path
True,"Panci di salah satu foto berada di atas kompor yang tidak menyala, sedangkan di foto lainnya, api di bawah panci menyala.",39-0.jpg,39-11.jpg,0,0,/data/tir/projects/tir4/corpora/marvl/id/images/39-Panci/39-0.jpg,/data/tir/projects/tir4/corpora/marvl/id/images/39-Panci/39-11.jpg
False,"Panci di salah satu foto berada di atas kompor yang tidak menyala, sedangkan di foto lainnya, api di bawah panci menyala.",39-4.jpg,39-8.jpg,0,1,/data/tir/projects/tir4/corpora/marvl/id/images/39-Panci/39-4.jpg,/data/tir/projects/tir4/corpora/marvl/id/images/39-Panci/39-8.jpg
False,"Panci di salah satu foto berada di atas kompor yang tidak menyala, sedangkan di foto lainnya, api di bawah panci menyala.",39-9.jpg,39-6.jpg,0,2,/data/tir/projects/tir4/corpora/marvl/id/images/39-Panci/39-9.jpg,/data/tir/projects/tir4/corpora/marvl/id/images/39-Panci/39-6.jpg
True,"Panci di salah satu foto berada di atas kompor yang tidak menyala, sedangkan di foto lainnya, api di bawah panci menyala.",39-1.jpg,39-7.jpg,0,3,/data/tir/projects/tir4/corpora/marvl/id/images/39-Panci/39-1.jpg,/data/tir/projects/tir4/corpora/marvl/id/images/39-Panci/39-7.jpg
True,"Terdapat beberapa piring putih kosong pada salah satu foto, sementara di foto lainnya, terdapat satu piring putih bergambar dengan warna biru.",38-11.jpg,38-1.jpg,1,4,/data/tir/projects/tir4/corpora/marvl/id/images/38-Piring/38-11.jpg,/data/tir/projects/tir4/corpora/marvl/id/images/38-Piring/38-1.jpg
False,"Terdapat beberapa piring putih kosong pada salah satu foto, sementara di foto lainnya, terdapat satu piring putih bergambar dengan warna biru.",38-10.jpg,38-2.jpg,1,5,/data/tir/projects/tir4/corpora/marvl/id/images/38-Piring/38-10.jpg,/data/tir/projects/tir4/corpora/marvl/id/images/38-Piring/38-2.jpg
False,"Terdapat beberapa piring putih kosong pada salah satu foto, sementara di foto lainnya, terdapat satu piring putih bergambar dengan warna biru.",38-0.jpg,38-8.jpg,1,6,/data/tir/projects/tir4/corpora/marvl/id/images/38-Piring/38-0.jpg,/data/tir/projects/tir4/corpora/marvl/id/images/38-Piring/38-8.jpg
True,"Terdapat beberapa piring putih kosong pada salah satu foto, sementara di foto lainnya, terdapat satu piring putih bergambar dengan warna biru.",38-9.jpg,38-5.jpg,1,7,/data/tir/projects/tir4/corpora/marvl/id/images/38-Piring/38-9.jpg,/data/tir/projects/tir4/corpora/marvl/id/images/38-Piring/38-5.jpg
False,"Pada kedua foto, terdapat lebih dari satu orang yang memainkan gamelan.",51-4.jpg,51-5.jpg,2,8,/data/tir/projects/tir4/corpora/marvl/id/images/51-Gamelan/51-4.jpg,/data/tir/projects/tir4/corpora/marvl/id/images/51-Gamelan/51-5.jpg
True,"Pada kedua foto, terdapat lebih dari satu orang yang memainkan gamelan.",51-1.jpg,51-2.jpg,2,9,/data/tir/projects/tir4/corpora/marvl/id/images/51-Gamelan/51-1.jpg,/data/tir/projects/tir4/corpora/marvl/id/images/51-Gamelan/51-2.jpg
