label,caption,left_url,right_url,unique_id,id,image_1_path,image_2_path
False,In the picture on the right are desks with school children and in the picture on the left are desks without school children,81-5.jpg,81-11.jpg,0,0,/data/tir/projects/tir4/corpora/marvl/sw/images/81-Dawati/81-5.jpg,/data/tir/projects/tir4/corpora/marvl/sw/images/81-Dawati/81-11.jpg
True,In the picture on the right are desks with school children and in the picture on the left are desks without school children,81-1.jpg,81-8.jpg,0,1,/data/tir/projects/tir4/corpora/marvl/sw/images/81-Dawati/81-1.jpg,/data/tir/projects/tir4/corpora/marvl/sw/images/81-Dawati/81-8.jpg
False,In the picture on the right are desks with school children and in the picture on the left are desks without school children,81-9.jpg,81-10.jpg,0,2,/data/tir/projects/tir4/corpora/marvl/sw/images/81-Dawati/81-9.jpg,/data/tir/projects/tir4/corpora/marvl/sw/images/81-Dawati/81-10.jpg
True,In the picture on the right are desks with school children and in the picture on the left are desks without school children,81-4.jpg,81-7.jpg,0,3,/data/tir/projects/tir4/corpora/marvl/sw/images/81-Dawati/81-4.jpg,/data/tir/projects/tir4/corpora/marvl/sw/images/81-Dawati/81-7.jpg
False,One picture has a cup of coffee and coffee fruit and another picture has coffee cups without coffee fruit,56-11.jpg,56-12.jpg,1,4,/data/tir/projects/tir4/corpora/marvl/sw/images/56-Kahawa/56-11.jpg,/data/tir/projects/tir4/corpora/marvl/sw/images/56-Kahawa/56-12.jpg
True,One picture has a cup of coffee and coffee fruit and another picture has coffee cups without coffee fruit,56-1.jpg,56-9.jpg,1,5,/data/tir/projects/tir4/corpora/marvl/sw/images/56-Kahawa/56-1.jpg,/data/tir/projects/tir4/corpora/marvl/sw/images/56-Kahawa/56-9.jpg
False,One picture has a cup of coffee and coffee fruit and another picture has coffee cups without coffee fruit,56-8.jpg,56-5.jpg,1,6,/data/tir/projects/tir4/corpora/marvl/sw/images/56-Kahawa/56-8.jpg,/data/tir/projects/tir4/corpora/marvl/sw/images/56-Kahawa/56-5.jpg
True,One picture has a cup of coffee and coffee fruit and another picture has coffee cups without coffee fruit,56-4.jpg,56-6.jpg,1,7,/data/tir/projects/tir4/corpora/marvl/sw/images/56-Kahawa/56-4.jpg,/data/tir/projects/tir4/corpora/marvl/sw/images/56-Kahawa/56-6.jpg
False,One picture has a man playing the flute and another has a flute without people,46-3.jpg,46-2.jpg,2,8,/data/tir/projects/tir4/corpora/marvl/sw/images/46-Zumari/46-3.jpg,/data/tir/projects/tir4/corpora/marvl/sw/images/46-Zumari/46-2.jpg
False,One picture has a man playing the flute and another has a flute without people,46-6.jpg,46-8.jpg,2,9,/data/tir/projects/tir4/corpora/marvl/sw/images/46-Zumari/46-6.jpg,/data/tir/projects/tir4/corpora/marvl/sw/images/46-Zumari/46-8.jpg
